"","Blautia","Romboutsia","Collinsella","Erysipelotrichaceae UCG-003","Clostridium sensu stricto 1","Enterococcus","Subdoligranulum","[Eubacterium] hallii group","Dorea","Anaerostipes","Catenibacterium","Holdemanella","Akkermansia","Terrisporobacter","Senegalimassilia","Bifidobacterium","Intestinibacter","Treponema","[Ruminococcus] gauvreauii group","Turicibacter","Ruminococcus","Faecalibacterium","Prevotella_9","UCG-002","[Ruminococcus] torques group","Solobacterium","Erysipelatoclostridium","Fusicatenibacter","Family XIII AD3011 group","Bacteroides","Coprococcus","Marvinbryantia","Christensenellaceae R-7 group","Tyzzerella","Enterorhabdus","Agathobacter","Ligilactobacillus","Libanicoccus","Peptococcus","Actinomyces","NK4A214 group","Bacillus","Streptococcus","Slackia","Roseburia","[Eubacterium] ruminantium group","Sarcina","Ureibacillus","UCG-005","Monoglobus","CAG-352","Escherichia-Shigella","Dialister","Incertae Sedis","Lachnospiraceae FCS020 group","[Eubacterium] eligens group","Howardella","Lachnospiraceae UCG-001","UCG-003","Parabacteroides","Lachnospiraceae AC2044 group","Fournierella","[Eubacterium] fissicatena group","Mogibacterium","UCG-009","Intestinimonas","Prevotella","Lachnospiraceae ND3007 group","Butyricicoccus","Lactococcus","Chungangia","Alistipes","Paludicola","Lachnospiraceae NK4A136 group","Peptostreptococcus","Lachnospiraceae UCG-003","Lactobacillus","Staphylococcus","[Eubacterium] siraeum group","Clostridium sensu stricto 6","Klebsiella","Lachnospira","CAG-56","Colidextribacter","Rikenellaceae RC9 gut group","Gordonibacter","Corynebacterium","Campylobacter","Weissella","Family XIII UCG-001","Gemella","Atopobium","Lachnospiraceae UCG-007","Syntrophococcus","Desulfovibrio","Barnesiella","Rothia","Fastidiosipila","Lachnospiraceae NK4B4 group","Eubacterium","Alloprevotella","Lachnospiraceae UCG-010","Odoribacter","Lachnoclostridium","Mitsuokella","Veillonella","Anaerofustis","Oxalobacter","Brevibacillus","Flavonifractor","Phascolarctobacterium","HT002","Succinivibrio","Peptoniphilus","Lachnospiraceae UCG-004","Oribacterium","Ezakiella","S5-A14a","Catabacter","Butyricimonas","Cardiobacterium"
"SRR11127806",0.35649889330766,0.0139461229778122,0.0281621709164852,0.0862950099872236,0.00295117957207896,0.0914955642331432,0.014216047938673,0.0527613323496068,0.0381313994709471,0.0425041838368933,0.0282881358982203,0,0.0242032714905256,0.0036889744650987,0.0147558978603948,0,0.000116967483039715,0,0.00114268233431106,0.00165553975994673,0.00947436612621691,0.00668514153065448,0.000143959979125803,0.00744093142106494,0.00545248420938979,0.000476867430854222,0.00269025210991344,0.00401288441813176,0.00463371182811179,0.0012056648251786,0.00449874934768134,0.0095733386118659,0.0134602580482626,0.00448975184898598,0.000638822407370751,0.00380594194813842,0.00327508952511202,0,0,0.00175451224559572,9.89724856489896e-05,0.000908747368231632,0.000107969984344352,0,0.00275323460078098,0.000908747368231632,0.00165553975994673,0.00118766982778788,0.00228536466862212,0.00174551474690036,0.0019524572168937,0.000152957477821166,6.29824908675388e-05,0.000773784887801191,0.00133162980691368,0,0,0,0.000278922459556243,0.000170952475211891,3.59899947814508e-05,0,0.000323909953033057,0.000215939968688705,0,0,0,0.000206942469993342,0,0,0,0.00046786993215886,0,0.000269924960860881,0.000251929963470155,0.000260927462165518,0,0.000251929963470155,8.99749869536269e-05,0,0,0,0.000206942469993342,7.19799895629015e-05,0,0.000143959979125803,0.000215939968688705,0,0,0,0.000116967483039715,1.79949973907254e-05,0,0,0,9.89724856489896e-05,9.89724856489896e-05,0,0,7.19799895629015e-05,0,8.99749869536269e-05,2.69924960860881e-05,0,0,0,0,0,0,0,0,0,0,3.59899947814508e-05,0,0,2.69924960860881e-05,0,1.79949973907254e-05,1.79949973907254e-05,1.79949973907254e-05
"SRR11127882",0.139243179710384,0.104919056407996,0.0935511418418225,0.0180068501326869,0.140703194586008,0.00085397096498719,0.0775368906274391,0.0207707776645271,0.0352331891683425,0.00368217588128885,0.00561967989862538,0.0574639817084929,0,0.017933390264731,0.00436167965988081,0.0200637264354517,0.0148205283601003,0.0123137103661056,0.0128462944087858,0.0100823668769455,0.00986198727307788,0.00318632177258661,0.012359622783578,0.00997217707501171,0.00779592848681855,0.00787857083826892,0.00473816148315473,0.00264455524641194,0.00527074552583492,0.00653792824807397,0.0109363378419327,0.0038474605841896,0.0078877533217634,0,0.00454532932977053,0.00118454037078868,0.00069786874558093,0.00331487654150942,0.00293839471823549,0.00123045278826111,0.00487589873557202,0.00179976676491924,0.00280983994931269,0.00180894924841373,0.00203851133577587,0.00110189801933831,0,0.000220379603867662,0.00348016124441016,0.00258946034544503,0.000394846790262894,0.00094579579993205,0.00107435056885485,0.000211197120373176,0.000394846790262895,0.000743781163053359,0.000707051229075416,0.00069786874558093,0.00040402927375738,0.000431576724240838,0.000560131493163641,0.000550949009669155,0.000183649669889718,0.000220379603867662,0.000413211757251866,0.000385664306768409,0.000468306658218782,0.000165284702900747,0.000330569405801493,0.000321386922307007,0.000312204438812521,0.000119372285428317,0.000293839471823549,0.000119372285428317,1.83649669889718e-05,0,0.000293839471823549,0.000183649669889718,0.000257109537845606,0.000257109537845606,0.00024792705435112,0.000477489141713268,9.18248349448592e-05,0.000257109537845606,0.000211197120373176,1.83649669889718e-05,0.000137737252417289,0.000137737252417289,0.000137737252417289,0.000128554768922803,0,0.000101007318439345,0.000119372285428317,0.000110189801933831,0.000110189801933831,0,0,9.18248349448592e-05,8.26423514503733e-05,0,7.34598679558874e-05,0,3.67299339779437e-05,6.42773844614014e-05,6.42773844614014e-05,6.42773844614014e-05,6.42773844614014e-05,5.50949009669155e-05,5.50949009669155e-05,5.50949009669155e-05,4.59124174724296e-05,4.59124174724296e-05,4.59124174724296e-05,1.83649669889718e-05,6.42773844614014e-05,3.67299339779437e-05,0,2.75474504834578e-05,0,0,0
